Park	State	Area	Year	Month	Recreation Visitors	Total Visitors
Acadia NP	Maine	74 sq. miles	1995	Jan	14894	2845378
Acadia NP	Maine	74 sq. miles	1995	Feb	20510	2845378
Acadia NP	Maine	74 sq. miles	1995	Mar	32120	2845378
Acadia NP	Maine	74 sq. miles	1995	Apr	86198	2845378
Acadia NP	Maine	74 sq. miles	1995	May	175550	2845378
Acadia NP	Maine	74 sq. miles	1995	Jun	355270	2845378
Acadia NP	Maine	74 sq. miles	1995	Jul	626947	2845378
Acadia NP	Maine	74 sq. miles	1995	Aug	753799	2845378
Acadia NP	Maine	74 sq. miles	1995	Sep	439553	2845378
Acadia NP	Maine	74 sq. miles	1995	Oct	271606	2845378
Acadia NP	Maine	74 sq. miles	1995	Nov	54121	2845378
Acadia NP	Maine	74 sq. miles	1995	Dec	14810	2845378
Acadia NP	Maine	74 sq. miles	1996	Jan	17655	2704831
Acadia NP	Maine	74 sq. miles	1996	Feb	15576	2704831
Acadia NP	Maine	74 sq. miles	1996	Mar	32452	2704831
Acadia NP	Maine	74 sq. miles	1996	Apr	76597	2704831
Acadia NP	Maine	74 sq. miles	1996	May	166290	2704831
Acadia NP	Maine	74 sq. miles	1996	Jun	327723	2704831
Acadia NP	Maine	74 sq. miles	1996	Jul	571017	2704831
Acadia NP	Maine	74 sq. miles	1996	Aug	714090	2704831
Acadia NP	Maine	74 sq. miles	1996	Sep	426562	2704831
Acadia NP	Maine	74 sq. miles	1996	Oct	280577	2704831
Acadia NP	Maine	74 sq. miles	1996	Nov	56828	2704831
Acadia NP	Maine	74 sq. miles	1996	Dec	19464	2704831
Acadia NP	Maine	74 sq. miles	1997	Jan	16292	2760306
Acadia NP	Maine	74 sq. miles	1997	Feb	17230	2760306
Acadia NP	Maine	74 sq. miles	1997	Mar	27035	2760306
Acadia NP	Maine	74 sq. miles	1997	Apr	77005	2760306
Acadia NP	Maine	74 sq. miles	1997	May	132194	2760306
Acadia NP	Maine	74 sq. miles	1997	Jun	340064	2760306
Acadia NP	Maine	74 sq. miles	1997	Jul	622847	2760306
Acadia NP	Maine	74 sq. miles	1997	Aug	758140	2760306
Acadia NP	Maine	74 sq. miles	1997	Sep	404808	2760306
Acadia NP	Maine	74 sq. miles	1997	Oct	287171	2760306
Acadia NP	Maine	74 sq. miles	1997	Nov	57810	2760306
Acadia NP	Maine	74 sq. miles	1997	Dec	19710	2760306
Acadia NP	Maine	74 sq. miles	1998	Jan	16726	2594497
Acadia NP	Maine	74 sq. miles	1998	Feb	17028	2594497
Acadia NP	Maine	74 sq. miles	1998	Mar	27500	2594497
Acadia NP	Maine	74 sq. miles	1998	Apr	81896	2594497
Acadia NP	Maine	74 sq. miles	1998	May	148052	2594497
Acadia NP	Maine	74 sq. miles	1998	Jun	307208	2594497
Acadia NP	Maine	74 sq. miles	1998	Jul	565477	2594497
Acadia NP	Maine	74 sq. miles	1998	Aug	701097	2594497
Acadia NP	Maine	74 sq. miles	1998	Sep	391378	2594497
Acadia NP	Maine	74 sq. miles	1998	Oct	266138	2594497
Acadia NP	Maine	74 sq. miles	1998	Nov	55225	2594497
Acadia NP	Maine	74 sq. miles	1998	Dec	16772	2594497
Acadia NP	Maine	74 sq. miles	1999	Jan	16430	2602227
Acadia NP	Maine	74 sq. miles	1999	Feb	17162	2602227
Acadia NP	Maine	74 sq. miles	1999	Mar	33688	2602227
Acadia NP	Maine	74 sq. miles	1999	Apr	82993	2602227
Acadia NP	Maine	74 sq. miles	1999	May	174610	2602227
Acadia NP	Maine	74 sq. miles	1999	Jun	315980	2602227
Acadia NP	Maine	74 sq. miles	1999	Jul	562996	2602227
Acadia NP	Maine	74 sq. miles	1999	Aug	639073	2602227
Acadia NP	Maine	74 sq. miles	1999	Sep	426024	2602227
Acadia NP	Maine	74 sq. miles	1999	Oct	277644	2602227
Acadia NP	Maine	74 sq. miles	1999	Nov	39416	2602227
Acadia NP	Maine	74 sq. miles	1999	Dec	16211	2602227
Acadia NP	Maine	74 sq. miles	2000	Jan	22500	2469238
Acadia NP	Maine	74 sq. miles	2000	Feb	23848	2469238
Acadia NP	Maine	74 sq. miles	2000	Mar	35423	2469238
Acadia NP	Maine	74 sq. miles	2000	Apr	78555	2469238
Acadia NP	Maine	74 sq. miles	2000	May	166456	2469238
Acadia NP	Maine	74 sq. miles	2000	Jun	319208	2469238
Acadia NP	Maine	74 sq. miles	2000	Jul	547929	2469238
Acadia NP	Maine	74 sq. miles	2000	Aug	594904	2469238
Acadia NP	Maine	74 sq. miles	2000	Sep	378135	2469238
Acadia NP	Maine	74 sq. miles	2000	Oct	253626	2469238
Acadia NP	Maine	74 sq. miles	2000	Nov	33693	2469238
Acadia NP	Maine	74 sq. miles	2000	Dec	14961	2469238
Acadia NP	Maine	74 sq. miles	2001	Jan	18090	2516551
Acadia NP	Maine	74 sq. miles	2001	Feb	23926	2516551
Acadia NP	Maine	74 sq. miles	2001	Mar	35473	2516551
Acadia NP	Maine	74 sq. miles	2001	Apr	76007	2516551
Acadia NP	Maine	74 sq. miles	2001	May	157353	2516551
Acadia NP	Maine	74 sq. miles	2001	Jun	325242	2516551
Acadia NP	Maine	74 sq. miles	2001	Jul	558641	2516551
Acadia NP	Maine	74 sq. miles	2001	Aug	630240	2516551
Acadia NP	Maine	74 sq. miles	2001	Sep	377456	2516551
Acadia NP	Maine	74 sq. miles	2001	Oct	257280	2516551
Acadia NP	Maine	74 sq. miles	2001	Nov	41353	2516551
Acadia NP	Maine	74 sq. miles	2001	Dec	15490	2516551
Acadia NP	Maine	74 sq. miles	2002	Jan	15309	2558572
Acadia NP	Maine	74 sq. miles	2002	Feb	25071	2558572
Acadia NP	Maine	74 sq. miles	2002	Mar	34498	2558572
Acadia NP	Maine	74 sq. miles	2002	Apr	72528	2558572
Acadia NP	Maine	74 sq. miles	2002	May	163145	2558572
Acadia NP	Maine	74 sq. miles	2002	Jun	325441	2558572
Acadia NP	Maine	74 sq. miles	2002	Jul	571119	2558572
Acadia NP	Maine	74 sq. miles	2002	Aug	636824	2558572
Acadia NP	Maine	74 sq. miles	2002	Sep	392531	2558572
Acadia NP	Maine	74 sq. miles	2002	Oct	271312	2558572
Acadia NP	Maine	74 sq. miles	2002	Nov	36589	2558572
Acadia NP	Maine	74 sq. miles	2002	Dec	14205	2558572
Acadia NP	Maine	74 sq. miles	2003	Jan	22917	2431062
Acadia NP	Maine	74 sq. miles	2003	Feb	21993	2431062
Acadia NP	Maine	74 sq. miles	2003	Mar	34274	2431062
Acadia NP	Maine	74 sq. miles	2003	Apr	68444	2431062
Acadia NP	Maine	74 sq. miles	2003	May	135443	2431062
Acadia NP	Maine	74 sq. miles	2003	Jun	309230	2431062
Acadia NP	Maine	74 sq. miles	2003	Jul	547836	2431062
Acadia NP	Maine	74 sq. miles	2003	Aug	595191	2431062
Acadia NP	Maine	74 sq. miles	2003	Sep	376060	2431062
Acadia NP	Maine	74 sq. miles	2003	Oct	262412	2431062
Acadia NP	Maine	74 sq. miles	2003	Nov	44294	2431062
Acadia NP	Maine	74 sq. miles	2003	Dec	12968	2431062
Acadia NP	Maine	74 sq. miles	2004	Jan	11861	2207847
Acadia NP	Maine	74 sq. miles	2004	Feb	14266	2207847
Acadia NP	Maine	74 sq. miles	2004	Mar	20952	2207847
Acadia NP	Maine	74 sq. miles	2004	Apr	60180	2207847
Acadia NP	Maine	74 sq. miles	2004	May	134597	2207847
Acadia NP	Maine	74 sq. miles	2004	Jun	305134	2207847
Acadia NP	Maine	74 sq. miles	2004	Jul	471406	2207847
Acadia NP	Maine	74 sq. miles	2004	Aug	524675	2207847
Acadia NP	Maine	74 sq. miles	2004	Sep	357146	2207847
Acadia NP	Maine	74 sq. miles	2004	Oct	261284	2207847
Acadia NP	Maine	74 sq. miles	2004	Nov	34125	2207847
Acadia NP	Maine	74 sq. miles	2004	Dec	12221	2207847
Acadia NP	Maine	74 sq. miles	2005	Jan	10810	2051484
Acadia NP	Maine	74 sq. miles	2005	Feb	11831	2051484
Acadia NP	Maine	74 sq. miles	2005	Mar	18917	2051484
Acadia NP	Maine	74 sq. miles	2005	Apr	59773	2051484
Acadia NP	Maine	74 sq. miles	2005	May	110330	2051484
Acadia NP	Maine	74 sq. miles	2005	Jun	275175	2051484
Acadia NP	Maine	74 sq. miles	2005	Jul	468512	2051484
Acadia NP	Maine	74 sq. miles	2005	Aug	519350	2051484
Acadia NP	Maine	74 sq. miles	2005	Sep	321070	2051484
Acadia NP	Maine	74 sq. miles	2005	Oct	207599	2051484
Acadia NP	Maine	74 sq. miles	2005	Nov	37101	2051484
Acadia NP	Maine	74 sq. miles	2005	Dec	11016	2051484
Acadia NP	Maine	74 sq. miles	2006	Jan	13494	2083588
Acadia NP	Maine	74 sq. miles	2006	Feb	12924	2083588
Acadia NP	Maine	74 sq. miles	2006	Mar	21695	2083588
Acadia NP	Maine	74 sq. miles	2006	Apr	59034	2083588
Acadia NP	Maine	74 sq. miles	2006	May	120889	2083588
Acadia NP	Maine	74 sq. miles	2006	Jun	244333	2083588
Acadia NP	Maine	74 sq. miles	2006	Jul	476631	2083588
Acadia NP	Maine	74 sq. miles	2006	Aug	506833	2083588
Acadia NP	Maine	74 sq. miles	2006	Sep	330649	2083588
Acadia NP	Maine	74 sq. miles	2006	Oct	249850	2083588
Acadia NP	Maine	74 sq. miles	2006	Nov	33903	2083588
Acadia NP	Maine	74 sq. miles	2006	Dec	13353	2083588
Acadia NP	Maine	74 sq. miles	2007	Jan	12415	2202228
Acadia NP	Maine	74 sq. miles	2007	Feb	11068	2202228
Acadia NP	Maine	74 sq. miles	2007	Mar	19220	2202228
Acadia NP	Maine	74 sq. miles	2007	Apr	61775	2202228
Acadia NP	Maine	74 sq. miles	2007	May	132152	2202228
Acadia NP	Maine	74 sq. miles	2007	Jun	273765	2202228
Acadia NP	Maine	74 sq. miles	2007	Jul	461894	2202228
Acadia NP	Maine	74 sq. miles	2007	Aug	544892	2202228
Acadia NP	Maine	74 sq. miles	2007	Sep	371217	2202228
Acadia NP	Maine	74 sq. miles	2007	Oct	263311	2202228
Acadia NP	Maine	74 sq. miles	2007	Nov	41449	2202228
Acadia NP	Maine	74 sq. miles	2007	Dec	9070	2202228
Acadia NP	Maine	74 sq. miles	2008	Jan	10744	2075857
Acadia NP	Maine	74 sq. miles	2008	Feb	11131	2075857
Acadia NP	Maine	74 sq. miles	2008	Mar	17489	2075857
Acadia NP	Maine	74 sq. miles	2008	Apr	53798	2075857
Acadia NP	Maine	74 sq. miles	2008	May	125679	2075857
Acadia NP	Maine	74 sq. miles	2008	Jun	263542	2075857
Acadia NP	Maine	74 sq. miles	2008	Jul	470295	2075857
Acadia NP	Maine	74 sq. miles	2008	Aug	514443	2075857
Acadia NP	Maine	74 sq. miles	2008	Sep	319582	2075857
Acadia NP	Maine	74 sq. miles	2008	Oct	246533	2075857
Acadia NP	Maine	74 sq. miles	2008	Nov	32759	2075857
Acadia NP	Maine	74 sq. miles	2008	Dec	9862	2075857
Acadia NP	Maine	74 sq. miles	2009	Jan	9366	2227698
Acadia NP	Maine	74 sq. miles	2009	Feb	9751	2227698
Acadia NP	Maine	74 sq. miles	2009	Mar	19258	2227698
Acadia NP	Maine	74 sq. miles	2009	Apr	59277	2227698
Acadia NP	Maine	74 sq. miles	2009	May	129885	2227698
Acadia NP	Maine	74 sq. miles	2009	Jun	244780	2227698
Acadia NP	Maine	74 sq. miles	2009	Jul	457622	2227698
Acadia NP	Maine	74 sq. miles	2009	Aug	586446	2227698
Acadia NP	Maine	74 sq. miles	2009	Sep	399789	2227698
Acadia NP	Maine	74 sq. miles	2009	Oct	258007	2227698
Acadia NP	Maine	74 sq. miles	2009	Nov	44042	2227698
Acadia NP	Maine	74 sq. miles	2009	Dec	9475	2227698
Acadia NP	Maine	74 sq. miles	2010	Jan	10510	2504208
Acadia NP	Maine	74 sq. miles	2010	Feb	13398	2504208
Acadia NP	Maine	74 sq. miles	2010	Mar	26080	2504208
Acadia NP	Maine	74 sq. miles	2010	Apr	57992	2504208
Acadia NP	Maine	74 sq. miles	2010	May	169898	2504208
Acadia NP	Maine	74 sq. miles	2010	Jun	286635	2504208
Acadia NP	Maine	74 sq. miles	2010	Jul	545382	2504208
Acadia NP	Maine	74 sq. miles	2010	Aug	627918	2504208
Acadia NP	Maine	74 sq. miles	2010	Sep	431001	2504208
Acadia NP	Maine	74 sq. miles	2010	Oct	289114	2504208
Acadia NP	Maine	74 sq. miles	2010	Nov	36736	2504208
Acadia NP	Maine	74 sq. miles	2010	Dec	9544	2504208
Acadia NP	Maine	74 sq. miles	2011	Jan	10428	2374645
Acadia NP	Maine	74 sq. miles	2011	Feb	9533	2374645
Acadia NP	Maine	74 sq. miles	2011	Mar	19510	2374645
Acadia NP	Maine	74 sq. miles	2011	Apr	58307	2374645
Acadia NP	Maine	74 sq. miles	2011	May	132720	2374645
Acadia NP	Maine	74 sq. miles	2011	Jun	297222	2374645
Acadia NP	Maine	74 sq. miles	2011	Jul	559892	2374645
Acadia NP	Maine	74 sq. miles	2011	Aug	583153	2374645
Acadia NP	Maine	74 sq. miles	2011	Sep	387868	2374645
Acadia NP	Maine	74 sq. miles	2011	Oct	270477	2374645
Acadia NP	Maine	74 sq. miles	2011	Nov	34192	2374645
Acadia NP	Maine	74 sq. miles	2011	Dec	11343	2374645
Acadia NP	Maine	74 sq. miles	2012	Jan	11930	2431052
Acadia NP	Maine	74 sq. miles	2012	Feb	12388	2431052
Acadia NP	Maine	74 sq. miles	2012	Mar	22684	2431052
Acadia NP	Maine	74 sq. miles	2012	Apr	59471	2431052
Acadia NP	Maine	74 sq. miles	2012	May	157406	2431052
Acadia NP	Maine	74 sq. miles	2012	Jun	309198	2431052
Acadia NP	Maine	74 sq. miles	2012	Jul	539234	2431052
Acadia NP	Maine	74 sq. miles	2012	Aug	574307	2431052
Acadia NP	Maine	74 sq. miles	2012	Sep	391810	2431052
Acadia NP	Maine	74 sq. miles	2012	Oct	302932	2431052
Acadia NP	Maine	74 sq. miles	2012	Nov	38385	2431052
Acadia NP	Maine	74 sq. miles	2012	Dec	11307	2431052
Acadia NP	Maine	74 sq. miles	2013	Jan	11249	2254922
Acadia NP	Maine	74 sq. miles	2013	Feb	9869	2254922
Acadia NP	Maine	74 sq. miles	2013	Mar	20631	2254922
Acadia NP	Maine	74 sq. miles	2013	Apr	47090	2254922
Acadia NP	Maine	74 sq. miles	2013	May	133653	2254922
Acadia NP	Maine	74 sq. miles	2013	Jun	315791	2254922
Acadia NP	Maine	74 sq. miles	2013	Jul	555308	2254922
Acadia NP	Maine	74 sq. miles	2013	Aug	617306	2254922
Acadia NP	Maine	74 sq. miles	2013	Sep	400400	2254922
Acadia NP	Maine	74 sq. miles	2013	Oct	94904	2254922
Acadia NP	Maine	74 sq. miles	2013	Nov	41181	2254922
Acadia NP	Maine	74 sq. miles	2013	Dec	7540	2254922
Acadia NP	Maine	74 sq. miles	2014	Jan	10459	2563129
Acadia NP	Maine	74 sq. miles	2014	Feb	10258	2563129
Acadia NP	Maine	74 sq. miles	2014	Mar	17502	2563129
Acadia NP	Maine	74 sq. miles	2014	Apr	57211	2563129
Acadia NP	Maine	74 sq. miles	2014	May	153013	2563129
Acadia NP	Maine	74 sq. miles	2014	Jun	338845	2563129
Acadia NP	Maine	74 sq. miles	2014	Jul	561073	2563129
Acadia NP	Maine	74 sq. miles	2014	Aug	638152	2563129
Acadia NP	Maine	74 sq. miles	2014	Sep	418173	2563129
Acadia NP	Maine	74 sq. miles	2014	Oct	313920	2563129
Acadia NP	Maine	74 sq. miles	2014	Nov	31013	2563129
Acadia NP	Maine	74 sq. miles	2014	Dec	13510	2563129
Glacier NP	Montana	1583 sq. miles	1995	Jan	8441	1839518
Glacier NP	Montana	1583 sq. miles	1995	Feb	10573	1839518
Glacier NP	Montana	1583 sq. miles	1995	Mar	16013	1839518
Glacier NP	Montana	1583 sq. miles	1995	Apr	25869	1839518
Glacier NP	Montana	1583 sq. miles	1995	May	110206	1839518
Glacier NP	Montana	1583 sq. miles	1995	Jun	249808	1839518
Glacier NP	Montana	1583 sq. miles	1995	Jul	552643	1839518
Glacier NP	Montana	1583 sq. miles	1995	Aug	515842	1839518
Glacier NP	Montana	1583 sq. miles	1995	Sep	289248	1839518
Glacier NP	Montana	1583 sq. miles	1995	Oct	51025	1839518
Glacier NP	Montana	1583 sq. miles	1995	Nov	7395	1839518
Glacier NP	Montana	1583 sq. miles	1995	Dec	2455	1839518
Glacier NP	Montana	1583 sq. miles	1996	Jan	5227	1720805
Glacier NP	Montana	1583 sq. miles	1996	Feb	11058	1720805
Glacier NP	Montana	1583 sq. miles	1996	Mar	12934	1720805
Glacier NP	Montana	1583 sq. miles	1996	Apr	25388	1720805
Glacier NP	Montana	1583 sq. miles	1996	May	100027	1720805
Glacier NP	Montana	1583 sq. miles	1996	Jun	251397	1720805
Glacier NP	Montana	1583 sq. miles	1996	Jul	515064	1720805
Glacier NP	Montana	1583 sq. miles	1996	Aug	477618	1720805
Glacier NP	Montana	1583 sq. miles	1996	Sep	254310	1720805
Glacier NP	Montana	1583 sq. miles	1996	Oct	60231	1720805
Glacier NP	Montana	1583 sq. miles	1996	Nov	2589	1720805
Glacier NP	Montana	1583 sq. miles	1996	Dec	4962	1720805
Glacier NP	Montana	1583 sq. miles	1997	Jan	6591	1708856
Glacier NP	Montana	1583 sq. miles	1997	Feb	8618	1708856
Glacier NP	Montana	1583 sq. miles	1997	Mar	11710	1708856
Glacier NP	Montana	1583 sq. miles	1997	Apr	16116	1708856
Glacier NP	Montana	1583 sq. miles	1997	May	64446	1708856
Glacier NP	Montana	1583 sq. miles	1997	Jun	209675	1708856
Glacier NP	Montana	1583 sq. miles	1997	Jul	517028	1708856
Glacier NP	Montana	1583 sq. miles	1997	Aug	517010	1708856
Glacier NP	Montana	1583 sq. miles	1997	Sep	281018	1708856
Glacier NP	Montana	1583 sq. miles	1997	Oct	53262	1708856
Glacier NP	Montana	1583 sq. miles	1997	Nov	15168	1708856
Glacier NP	Montana	1583 sq. miles	1997	Dec	8214	1708856
Glacier NP	Montana	1583 sq. miles	1998	Jan	7481	1830944
Glacier NP	Montana	1583 sq. miles	1998	Feb	9686	1830944
Glacier NP	Montana	1583 sq. miles	1998	Mar	13316	1830944
Glacier NP	Montana	1583 sq. miles	1998	Apr	24166	1830944
Glacier NP	Montana	1583 sq. miles	1998	May	89146	1830944
Glacier NP	Montana	1583 sq. miles	1998	Jun	255237	1830944
Glacier NP	Montana	1583 sq. miles	1998	Jul	540488	1830944
Glacier NP	Montana	1583 sq. miles	1998	Aug	528716	1830944
Glacier NP	Montana	1583 sq. miles	1998	Sep	286602	1830944
Glacier NP	Montana	1583 sq. miles	1998	Oct	57164	1830944
Glacier NP	Montana	1583 sq. miles	1998	Nov	12029	1830944
Glacier NP	Montana	1583 sq. miles	1998	Dec	6913	1830944
Glacier NP	Montana	1583 sq. miles	1999	Jan	7050	1684604
Glacier NP	Montana	1583 sq. miles	1999	Feb	8371	1684604
Glacier NP	Montana	1583 sq. miles	1999	Mar	13788	1684604
Glacier NP	Montana	1583 sq. miles	1999	Apr	20112	1684604
Glacier NP	Montana	1583 sq. miles	1999	May	81002	1684604
Glacier NP	Montana	1583 sq. miles	1999	Jun	232339	1684604
Glacier NP	Montana	1583 sq. miles	1999	Jul	526595	1684604
Glacier NP	Montana	1583 sq. miles	1999	Aug	491717	1684604
Glacier NP	Montana	1583 sq. miles	1999	Sep	232246	1684604
Glacier NP	Montana	1583 sq. miles	1999	Oct	50378	1684604
Glacier NP	Montana	1583 sq. miles	1999	Nov	13484	1684604
Glacier NP	Montana	1583 sq. miles	1999	Dec	7522	1684604
Glacier NP	Montana	1583 sq. miles	2000	Jan	8118	1728693
Glacier NP	Montana	1583 sq. miles	2000	Feb	8656	1728693
Glacier NP	Montana	1583 sq. miles	2000	Mar	12112	1728693
Glacier NP	Montana	1583 sq. miles	2000	Apr	20796	1728693
Glacier NP	Montana	1583 sq. miles	2000	May	86594	1728693
Glacier NP	Montana	1583 sq. miles	2000	Jun	243723	1728693
Glacier NP	Montana	1583 sq. miles	2000	Jul	514937	1728693
Glacier NP	Montana	1583 sq. miles	2000	Aug	522578	1728693
Glacier NP	Montana	1583 sq. miles	2000	Sep	231886	1728693
Glacier NP	Montana	1583 sq. miles	2000	Oct	59849	1728693
Glacier NP	Montana	1583 sq. miles	2000	Nov	11922	1728693
Glacier NP	Montana	1583 sq. miles	2000	Dec	7522	1728693
Glacier NP	Montana	1583 sq. miles	2001	Jan	8380	1680614
Glacier NP	Montana	1583 sq. miles	2001	Feb	8451	1680614
Glacier NP	Montana	1583 sq. miles	2001	Mar	13677	1680614
Glacier NP	Montana	1583 sq. miles	2001	Apr	18388	1680614
Glacier NP	Montana	1583 sq. miles	2001	May	90692	1680614
Glacier NP	Montana	1583 sq. miles	2001	Jun	230625	1680614
Glacier NP	Montana	1583 sq. miles	2001	Jul	490693	1680614
Glacier NP	Montana	1583 sq. miles	2001	Aug	485240	1680614
Glacier NP	Montana	1583 sq. miles	2001	Sep	261525	1680614
Glacier NP	Montana	1583 sq. miles	2001	Oct	53852	1680614
Glacier NP	Montana	1583 sq. miles	2001	Nov	15704	1680614
Glacier NP	Montana	1583 sq. miles	2001	Dec	3387	1680614
Glacier NP	Montana	1583 sq. miles	2002	Jan	6171	1905689
Glacier NP	Montana	1583 sq. miles	2002	Feb	9065	1905689
Glacier NP	Montana	1583 sq. miles	2002	Mar	9097	1905689
Glacier NP	Montana	1583 sq. miles	2002	Apr	18887	1905689
Glacier NP	Montana	1583 sq. miles	2002	May	82027	1905689
Glacier NP	Montana	1583 sq. miles	2002	Jun	225695	1905689
Glacier NP	Montana	1583 sq. miles	2002	Jul	585823	1905689
Glacier NP	Montana	1583 sq. miles	2002	Aug	549161	1905689
Glacier NP	Montana	1583 sq. miles	2002	Sep	305959	1905689
Glacier NP	Montana	1583 sq. miles	2002	Oct	87651	1905689
Glacier NP	Montana	1583 sq. miles	2002	Nov	17819	1905689
Glacier NP	Montana	1583 sq. miles	2002	Dec	8334	1905689
Glacier NP	Montana	1583 sq. miles	2003	Jan	9321	1664046
Glacier NP	Montana	1583 sq. miles	2003	Feb	17673	1664046
Glacier NP	Montana	1583 sq. miles	2003	Mar	12414	1664046
Glacier NP	Montana	1583 sq. miles	2003	Apr	31312	1664046
Glacier NP	Montana	1583 sq. miles	2003	May	97852	1664046
Glacier NP	Montana	1583 sq. miles	2003	Jun	370232	1664046
Glacier NP	Montana	1583 sq. miles	2003	Jul	490284	1664046
Glacier NP	Montana	1583 sq. miles	2003	Aug	261481	1664046
Glacier NP	Montana	1583 sq. miles	2003	Sep	235172	1664046
Glacier NP	Montana	1583 sq. miles	2003	Oct	107295	1664046
Glacier NP	Montana	1583 sq. miles	2003	Nov	20937	1664046
Glacier NP	Montana	1583 sq. miles	2003	Dec	10073	1664046
Glacier NP	Montana	1583 sq. miles	2004	Jan	8647	2033933
Glacier NP	Montana	1583 sq. miles	2004	Feb	12512	2033933
Glacier NP	Montana	1583 sq. miles	2004	Mar	16805	2033933
Glacier NP	Montana	1583 sq. miles	2004	Apr	54898	2033933
Glacier NP	Montana	1583 sq. miles	2004	May	116163	2033933
Glacier NP	Montana	1583 sq. miles	2004	Jun	281589	2033933
Glacier NP	Montana	1583 sq. miles	2004	Jul	541644	2033933
Glacier NP	Montana	1583 sq. miles	2004	Aug	602042	2033933
Glacier NP	Montana	1583 sq. miles	2004	Sep	288378	2033933
Glacier NP	Montana	1583 sq. miles	2004	Oct	89257	2033933
Glacier NP	Montana	1583 sq. miles	2004	Nov	11824	2033933
Glacier NP	Montana	1583 sq. miles	2004	Dec	10174	2033933
Glacier NP	Montana	1583 sq. miles	2005	Jan	7444	1925101
Glacier NP	Montana	1583 sq. miles	2005	Feb	12496	1925101
Glacier NP	Montana	1583 sq. miles	2005	Mar	16490	1925101
Glacier NP	Montana	1583 sq. miles	2005	Apr	54609	1925101
Glacier NP	Montana	1583 sq. miles	2005	May	131566	1925101
Glacier NP	Montana	1583 sq. miles	2005	Jun	286605	1925101
Glacier NP	Montana	1583 sq. miles	2005	Jul	561774	1925101
Glacier NP	Montana	1583 sq. miles	2005	Aug	498836	1925101
Glacier NP	Montana	1583 sq. miles	2005	Sep	269149	1925101
Glacier NP	Montana	1583 sq. miles	2005	Oct	64658	1925101
Glacier NP	Montana	1583 sq. miles	2005	Nov	11848	1925101
Glacier NP	Montana	1583 sq. miles	2005	Dec	9626	1925101
Glacier NP	Montana	1583 sq. miles	2006	Jan	10009	1964399
Glacier NP	Montana	1583 sq. miles	2006	Feb	10702	1964399
Glacier NP	Montana	1583 sq. miles	2006	Mar	12439	1964399
Glacier NP	Montana	1583 sq. miles	2006	Apr	23373	1964399
Glacier NP	Montana	1583 sq. miles	2006	May	100842	1964399
Glacier NP	Montana	1583 sq. miles	2006	Jun	324244	1964399
Glacier NP	Montana	1583 sq. miles	2006	Jul	587137	1964399
Glacier NP	Montana	1583 sq. miles	2006	Aug	493092	1964399
Glacier NP	Montana	1583 sq. miles	2006	Sep	287424	1964399
Glacier NP	Montana	1583 sq. miles	2006	Oct	87759	1964399
Glacier NP	Montana	1583 sq. miles	2006	Nov	16606	1964399
Glacier NP	Montana	1583 sq. miles	2006	Dec	10772	1964399
Glacier NP	Montana	1583 sq. miles	2007	Jan	12167	2083329
Glacier NP	Montana	1583 sq. miles	2007	Feb	12086	2083329
Glacier NP	Montana	1583 sq. miles	2007	Mar	26534	2083329
Glacier NP	Montana	1583 sq. miles	2007	Apr	34659	2083329
Glacier NP	Montana	1583 sq. miles	2007	May	137220	2083329
Glacier NP	Montana	1583 sq. miles	2007	Jun	341317	2083329
Glacier NP	Montana	1583 sq. miles	2007	Jul	621046	2083329
Glacier NP	Montana	1583 sq. miles	2007	Aug	492343	2083329
Glacier NP	Montana	1583 sq. miles	2007	Sep	311589	2083329
Glacier NP	Montana	1583 sq. miles	2007	Oct	66059	2083329
Glacier NP	Montana	1583 sq. miles	2007	Nov	18688	2083329
Glacier NP	Montana	1583 sq. miles	2007	Dec	9621	2083329
Glacier NP	Montana	1583 sq. miles	2008	Jan	9324	1808027
Glacier NP	Montana	1583 sq. miles	2008	Feb	10966	1808027
Glacier NP	Montana	1583 sq. miles	2008	Mar	13850	1808027
Glacier NP	Montana	1583 sq. miles	2008	Apr	17129	1808027
Glacier NP	Montana	1583 sq. miles	2008	May	85554	1808027
Glacier NP	Montana	1583 sq. miles	2008	Jun	287059	1808027
Glacier NP	Montana	1583 sq. miles	2008	Jul	523881	1808027
Glacier NP	Montana	1583 sq. miles	2008	Aug	514317	1808027
Glacier NP	Montana	1583 sq. miles	2008	Sep	262782	1808027
Glacier NP	Montana	1583 sq. miles	2008	Oct	58605	1808027
Glacier NP	Montana	1583 sq. miles	2008	Nov	16544	1808027
Glacier NP	Montana	1583 sq. miles	2008	Dec	8016	1808027
Glacier NP	Montana	1583 sq. miles	2009	Jan	9800	2031348
Glacier NP	Montana	1583 sq. miles	2009	Feb	11642	2031348
Glacier NP	Montana	1583 sq. miles	2009	Mar	10647	2031348
Glacier NP	Montana	1583 sq. miles	2009	Apr	21805	2031348
Glacier NP	Montana	1583 sq. miles	2009	May	102993	2031348
Glacier NP	Montana	1583 sq. miles	2009	Jun	327572	2031348
Glacier NP	Montana	1583 sq. miles	2009	Jul	603681	2031348
Glacier NP	Montana	1583 sq. miles	2009	Aug	541997	2031348
Glacier NP	Montana	1583 sq. miles	2009	Sep	325257	2031348
Glacier NP	Montana	1583 sq. miles	2009	Oct	49525	2031348
Glacier NP	Montana	1583 sq. miles	2009	Nov	15801	2031348
Glacier NP	Montana	1583 sq. miles	2009	Dec	10628	2031348
